DateTime , Elasped_Time(sec) , CH 5 , CH 6 , CH 7 , CH 8 , CH 8-2 , CH 8-3 , CH 9 , CH 10 
2020-05-07 02-26-49 ,3460,75.2,142.6,0,-1495.96,1956.86,11656.505,3.17,0
2020-05-07 02-26-50 ,3461,76.9,142.8,0,-1492.65,1960.17,11659.815,3.31,0
2020-05-07 02-26-51 ,3462,76.2,142.5,0,-1489.56,1963.26,11662.905,3.09,0
2020-05-07 02-26-52 ,3463,76,142,0,-1484.77,1968.05,11667.695,4.79,0
2020-05-07 02-26-53 ,3464,76.5,141.8,0,-1479.19,1973.63,11673.275,5.58,0
2020-05-07 02-26-54 ,3465,77.5,141.6,0,-1474.23,1978.59,11678.235,4.96,0
2020-05-07 02-26-55 ,3466,78.3,142.7,0,-1470.47,1982.35,11681.995,3.76,0
2020-05-07 02-26-56 ,3467,76.8,142.3,0,-1467.49,1985.33,11684.975,2.98,0
2020-05-07 02-26-57 ,3468,75.9,142.2,0,-1463.24,1989.58,11689.225,4.25,0
2020-05-07 02-26-58 ,3469,75.4,142.2,0,-1459.28,1993.54,11693.185,3.96,0
2020-05-07 02-26-59 ,3470,76.6,142.4,0,-1455.29,1997.53,11697.175,3.99,0
2020-05-07 02-27-00 ,3471,77.3,142.8,0,-1454.52,1998.3,11697.945,0.77,0
2020-05-07 02-27-01 ,3472,75.7,142.6,0,-1452.19,2000.63,11700.275,2.33,0
2020-05-07 02-27-02 ,3473,76.3,142.1,0,-1449.32,2003.5,11703.145,2.87,0
2020-05-07 02-27-03 ,3474,74.8,142.7,0,-1447.97,2004.85,11704.495,1.35,0
2020-05-07 02-27-04 ,3475,73.2,142.3,0,-1444.72,2008.1,11707.745,3.25,0
2020-05-07 02-27-05 ,3476,74.1,142.1,0,-1442.31,2010.51,11710.155,2.41,0
2020-05-07 02-27-06 ,3477,74.8,142.1,0,-1438.47,2014.35,11713.995,3.84,0
2020-05-07 02-27-07 ,3478,73.4,141.7,0,-1433.96,2018.86,11718.505,4.51,0
2020-05-07 02-27-08 ,3479,74.6,140.8,0,-1429.37,2023.45,11723.095,4.59,0
2020-05-07 02-27-09 ,3480,72.2,142.2,0,-1424.99,2027.83,11727.475,4.38,0
2020-05-07 02-27-10 ,3481,73.4,142.1,0,-1423.84,2028.98,11728.625,1.15,0
2020-05-07 02-27-11 ,3482,76.2,142,0,-1421.59,2031.23,11730.875,2.25,0
2020-05-07 02-27-12 ,3483,74.6,141.8,0,-1419.72,2033.1,11732.745,1.87,0
2020-05-07 02-27-13 ,3484,73.5,141.9,0,-1416.64,2036.18,11735.825,3.08,0
2020-05-07 02-27-14 ,3485,73.5,141.4,0,-1413.56,2039.26,11738.905,3.08,0
2020-05-07 02-27-15 ,3486,74.4,141.2,0,-1409.85,2042.97,11742.615,3.71,0
2020-05-07 02-27-16 ,3487,74.4,141.6,0,-1406.53,2046.29,11745.935,3.32,0
2020-05-07 02-27-17 ,3488,73.9,141.2,0,-1402.29,2050.53,11750.175,4.24,0
2020-05-07 02-27-18 ,3489,73,141.2,0,-1400.08,2052.74,11752.385,2.21,0
2020-05-07 02-27-19 ,3490,73.2,140.4,0,-1393.94,2058.88,11758.525,6.14,0
2020-05-07 02-27-20 ,3491,75.3,140.4,0,-1388.64,2064.18,11763.825,5.3,0
2020-05-07 02-27-21 ,3492,75.1,141.5,0,-1384.08,2068.74,11768.385,4.56,0
2020-05-07 02-27-22 ,3493,74.2,141.5,0,-1382.15,2070.67,11770.315,1.93,0
2020-05-07 02-27-23 ,3494,74.7,141.1,0,-1380.04,2072.78,11772.425,2.11,0
2020-05-07 02-27-24 ,3495,75.6,141.5,0,-1377.29,2075.53,11775.175,2.75,0
2020-05-07 02-27-25 ,3496,75,141.3,0,-1375.19,2077.63,11777.275,2.1,0
2020-05-07 02-27-26 ,3497,74.5,141.3,0,-1372.62,2080.2,11779.845,2.57,0
2020-05-07 02-27-27 ,3498,73.1,140.6,0,-1369.48,2083.34,11782.985,3.14,0
2020-05-07 02-27-28 ,3499,74.6,140.9,0,-1367,2085.82,11785.465,2.48,0
2020-05-07 02-27-29 ,3500,74.8,140.7,0,-1364.56,2088.26,11787.905,2.44,0
2020-05-07 02-27-30 ,3501,74.3,140.3,0,-1359.74,2093.08,11792.725,4.82,0
2020-05-07 02-27-31 ,3502,75.1,139.7,0,-1354.24,2098.58,11798.225,5.5,0
2020-05-07 02-27-32 ,3503,74.9,142.4,0,-1352.25,2100.57,11800.215,1.99,0
2020-05-07 02-27-33 ,3504,75.6,143.7,0,-1351.56,2101.26,11800.905,0.69,0
2020-05-07 02-27-34 ,3505,75.9,143.1,0,-1348.73,2104.09,11803.735,2.83,0
2020-05-07 02-27-35 ,3506,76.1,143.5,0,-1346.32,2106.5,11806.145,2.41,0
2020-05-07 02-27-36 ,3507,74.1,143,0,-1343.58,2109.24,11808.885,2.74,0
2020-05-07 02-27-37 ,3508,75.4,142.6,0,-1339.1,2113.72,11813.365,4.48,0
2020-05-07 02-27-38 ,3509,75.4,143.1,0,-1336.29,2116.53,11816.175,2.81,0
2020-05-07 02-27-39 ,3510,74.6,143.1,0,-1333.53,2119.29,11818.935,2.76,0
2020-05-07 02-27-40 ,3511,74,142.7,0,-1330.77,2122.05,11821.695,2.76,0
2020-05-07 02-27-41 ,3512,73.1,142.5,0,-1327.21,2125.61,11825.255,3.56,0
2020-05-07 02-27-42 ,3513,75.7,142.4,0,-1322.64,2130.18,11829.825,4.57,0
2020-05-07 02-27-43 ,3514,74.7,142.5,0,-1317.78,2135.04,11834.685,4.86,0
2020-05-07 02-27-44 ,3515,74.3,142.7,0,-1314.07,2138.75,11838.395,3.71,0
2020-05-07 02-27-45 ,3516,75.8,142.1,0,-1309.09,2143.73,11843.375,4.98,0
2020-05-07 02-27-46 ,3517,78.4,142.6,0,-1305.31,2147.51,11847.155,3.78,0
2020-05-07 02-27-47 ,3518,80.1,142.7,0,-1299.89,2152.93,11852.575,5.42,0
2020-05-07 02-27-48 ,3519,77.7,143,0,-1298.09,2154.73,11854.375,1.8,0
2020-05-07 02-27-49 ,3520,78,142.7,0,-1294.27,2158.55,11858.195,3.82,0
2020-05-07 02-27-50 ,3521,79.2,142.5,0,-1290.24,2162.58,11862.225,4.03,0
2020-05-07 02-27-51 ,3522,79.8,142.5,0,-1286.81,2166.01,11865.655,3.43,0
2020-05-07 02-27-52 ,3523,79.8,142.8,0,-1282.78,2170.04,11869.685,4.03,0
2020-05-07 02-27-53 ,3524,77.8,142.3,0,-1279.43,2173.39,11873.035,3.35,0
2020-05-07 02-27-54 ,3525,81.2,142.3,0,-1275.4,2177.42,11877.065,4.03,0
2020-05-07 02-27-55 ,3526,81.2,142.5,0,-1271.54,2181.28,11880.925,3.86,0
2020-05-07 02-27-56 ,3527,82.4,142.6,0,-1267.66,2185.16,11884.805,3.88,0
2020-05-07 02-27-57 ,3528,80.7,142.5,0,-1265.1,2187.72,11887.365,2.56,0
2020-05-07 02-27-58 ,3529,79.2,142.5,0,-1260.95,2191.87,11891.515,4.15,0
2020-05-07 02-27-59 ,3530,79,142.7,0,-1258.05,2194.77,11894.415,2.9,0
2020-05-07 02-28-00 ,3531,79.2,142.5,0,-1253.91,2198.91,11898.555,4.14,0
2020-05-07 02-28-01 ,3532,81.4,142.4,0,-1250.83,2201.99,11901.635,3.08,0
2020-05-07 02-28-02 ,3533,80.3,141.9,0,-1246.87,2205.95,11905.595,3.96,0
2020-05-07 02-28-03 ,3534,80.4,141.9,0,-1242.49,2210.33,11909.975,4.38,0
2020-05-07 02-28-04 ,3535,81.7,142.1,0,-1239.58,2213.24,11912.885,2.91,0
2020-05-07 02-28-05 ,3536,82.8,142,0,-1235.05,2217.77,11917.415,4.53,0
2020-05-07 02-28-06 ,3537,81.2,141.9,0,-1232.11,2220.71,11920.355,2.94,0
2020-05-07 02-28-07 ,3538,79.5,141.9,0,-1228.67,2224.15,11923.795,3.44,0
2020-05-07 02-28-08 ,3539,82,142.1,0,-1224.76,2228.06,11927.705,3.91,0
2020-05-07 02-28-09 ,3540,82.6,142,0,-1221.81,2231.01,11930.655,2.95,0
2020-05-07 02-28-10 ,3541,82.1,142,0,-1218.01,2234.81,11934.455,3.8,0
2020-05-07 02-28-11 ,3542,79.2,141.9,0,-1214.9,2237.92,11937.565,3.11,0
2020-05-07 02-28-12 ,3543,78.4,141.7,0,-1212.25,2240.57,11940.215,2.65,0
2020-05-07 02-28-13 ,3544,79.8,141.7,0,-1207.53,2245.29,11944.935,4.72,0
2020-05-07 02-28-14 ,3545,79.5,141.9,0,-1204.76,2248.06,11947.705,2.77,0
2020-05-07 02-28-15 ,3546,79.9,141.4,0,-1201.08,2251.74,11951.385,3.68,0
2020-05-07 02-28-16 ,3547,79.1,141.2,0,-1197.36,2255.46,11955.105,3.72,0
2020-05-07 02-28-17 ,3548,80.6,141.4,0,-1193.73,2259.09,11958.735,3.63,0
2020-05-07 02-28-18 ,3549,80.5,141.5,0,-1190.16,2262.66,11962.305,3.57,0
2020-05-07 02-28-19 ,3550,78.6,141.3,0,-1187.86,2264.96,11964.605,2.3,0
2020-05-07 02-28-20 ,3551,78.7,141,0,-1184.03,2268.79,11968.435,3.83,0
2020-05-07 02-28-21 ,3552,78,141.2,0,-1180.2,2272.62,11972.265,3.83,0
2020-05-07 02-28-22 ,3553,80.4,141.2,0,-1176.46,2276.36,11976.005,3.74,0
2020-05-07 02-28-23 ,3554,80.1,141.3,0,-1172.31,2280.51,11980.155,4.15,0
2020-05-07 02-28-24 ,3555,80.3,140.4,0,-1169.32,2283.5,11983.145,2.99,0
2020-05-07 02-28-25 ,3556,80.2,140.5,0,-1163.98,2288.84,11988.485,5.34,0
2020-05-07 02-28-26 ,3557,81.8,140.9,0,-1159.51,2293.31,11992.955,4.47,0
2020-05-07 02-28-27 ,3558,81.9,141,0,-1155.81,2297.01,11996.655,3.7,0
2020-05-07 02-28-28 ,3559,82.8,141,0,-1152.15,2300.67,12000.315,3.66,0
2020-05-07 02-28-29 ,3560,80.6,140.3,0,-1149.06,2303.76,12003.405,3.09,0
2020-05-07 02-28-30 ,3561,79.8,140.8,0,-1144.91,2307.91,12007.555,4.15,0
2020-05-07 02-28-31 ,3562,82.3,140.9,0,-1140.97,2311.85,12011.495,3.94,0
2020-05-07 02-28-32 ,3563,80.6,141.1,0,-1138.74,2314.08,12013.725,2.23,0
2020-05-07 02-28-33 ,3564,80.1,140.9,0,-1135.97,2316.85,12016.495,2.77,0
2020-05-07 02-28-34 ,3565,78.2,140.7,0,-1132.62,2320.2,12019.845,3.35,0
2020-05-07 02-28-35 ,3566,80.5,140.8,0,-1129.6,2323.22,12022.865,3.02,0
2020-05-07 02-28-36 ,3567,79.2,141.1,0,-1124.84,2327.98,12027.625,4.76,0
2020-05-07 02-28-37 ,3568,78,140.6,0,-1122.51,2330.31,12029.955,2.33,0
2020-05-07 02-28-38 ,3569,77.6,140.2,0,-1117.11,2335.71,12035.355,5.4,0
2020-05-07 02-28-39 ,3570,78.4,140.7,0,-1112.33,2340.49,12040.135,4.78,0
2020-05-07 02-28-40 ,3571,80.4,140.4,0,-1108.45,2344.37,12044.015,3.88,0
2020-05-07 02-28-41 ,3572,80,140.8,0,-1104.21,2348.61,12048.255,4.24,0
2020-05-07 02-28-42 ,3573,80.5,140.3,0,-1101.22,2351.6,12051.245,2.99,0
2020-05-07 02-28-43 ,3574,80.6,140.5,0,-1097.51,2355.31,12054.955,3.71,0
2020-05-07 02-28-44 ,3575,81.5,141,0,-1093.19,2359.63,12059.275,4.32,0
2020-05-07 02-28-45 ,3576,81,141.2,0,-1091.29,2361.53,12061.175,1.9,0
2020-05-07 02-28-46 ,3577,78.9,140.6,0,-1088.03,2364.79,12064.435,3.26,0
2020-05-07 02-28-47 ,3578,79.1,140.4,0,-1084.42,2368.4,12068.045,3.61,0
2020-05-07 02-28-48 ,3579,82.6,140.5,0,-1079.7,2373.12,12072.765,4.72,0
2020-05-07 02-28-49 ,3580,82.6,140.7,0,-1075.8,2377.02,12076.665,3.9,0
2020-05-07 02-28-50 ,3581,80.8,140.7,0,-1072.31,2380.51,12080.155,3.49,0
2020-05-07 02-28-51 ,3582,79.9,140.2,0,-1067.79,2385.03,12084.675,4.52,0
2020-05-07 02-28-52 ,3583,80.3,140.2,0,-1063.47,2389.35,12088.995,4.32,0
2020-05-07 02-28-53 ,3584,81.5,140.4,0,-1058.23,2394.59,12094.235,5.24,0
2020-05-07 02-28-54 ,3585,84,140.5,0,-1054.62,2398.2,12097.845,3.61,0
2020-05-07 02-28-55 ,3586,81.6,141.1,0,-1050.64,2402.18,12101.825,3.98,0
2020-05-07 02-28-56 ,3587,81.6,142.2,0,-1047.11,2405.71,12105.355,3.53,0
2020-05-07 02-28-57 ,3588,83,142.7,0,-1041.61,2411.21,12110.855,5.5,0
2020-05-07 02-28-58 ,3589,82.6,142.9,0,-1039.31,2413.51,12113.155,2.3,0
2020-05-07 02-28-59 ,3590,82.2,142.7,0,-1035.8,2417.02,12116.665,3.51,0
2020-05-07 02-29-00 ,3591,81.6,142.4,0,-1032.01,2420.81,12120.455,3.79,0
2020-05-07 02-29-01 ,3592,81.5,142.5,0,-1027.81,2425.01,12124.655,4.2,0
2020-05-07 02-29-02 ,3593,81.8,142.5,0,-1024.33,2428.49,12128.135,3.48,0
2020-05-07 02-29-03 ,3594,81.5,142.7,0,-1020.06,2432.76,12132.405,4.27,0
2020-05-07 02-29-04 ,3595,80.5,142.1,0,-1013.51,2439.31,12138.955,6.55,15
2020-05-07 02-29-05 ,3596,81.6,142,0,-1007.88,2444.94,12144.585,5.63,15
2020-05-07 02-29-06 ,3597,83.7,142.2,0,-1004.71,2448.11,12147.755,3.17,15
2020-05-07 02-29-07 ,3598,84.4,142.3,0,-999.44,2453.38,12153.025,5.27,15
2020-05-07 02-29-08 ,3599,84.6,142.3,0,-994.93,2457.89,12157.535,4.51,15
2020-05-07 02-29-09 ,3600,81.9,142.6,0,-989.92,2462.9,12162.545,5.01,15
2020-05-07 02-29-10 ,3601,82.4,142.7,0,-986.63,2466.19,12165.835,3.29,15
2020-05-07 02-29-11 ,3602,84.5,142.7,0,-984.02,2468.8,12168.445,2.61,15
2020-05-07 02-29-12 ,3603,83,142.6,0,-980.79,2472.03,12171.675,3.23,15
2020-05-07 02-29-13 ,3604,78.7,142.1,0,-975.79,2477.03,12176.675,5,15
2020-05-07 02-29-14 ,3605,78.4,142,0,-969.69,2483.13,12182.775,6.1,15
2020-05-07 02-29-15 ,3606,79.3,141.9,0,-965.4,2487.42,12187.065,4.29,15
2020-05-07 02-29-16 ,3607,81,141.6,0,-959,2493.82,12193.465,6.4,15
2020-05-07 02-29-17 ,3608,78.1,141.5,0,-953.05,2499.77,12199.415,5.95,15
2020-05-07 02-29-18 ,3609,76.1,141.2,0,-946.62,2506.2,12205.845,6.43,15
2020-05-07 02-29-19 ,3610,78.9,140.5,0,-939.51,2513.31,12212.955,7.11,15
2020-05-07 02-29-20 ,3611,79.5,139.7,0,-930.51,2522.31,12221.955,9,15
2020-05-07 02-29-21 ,3612,82.8,139.6,0,-920.16,2532.66,12232.305,10.35,15
2020-05-07 02-29-22 ,3613,84,139.9,0,-911.19,2541.63,12241.275,8.97,15
2020-05-07 02-29-23 ,3614,83.3,140.4,0,-902.71,2550.11,12249.755,8.48,15
2020-05-07 02-29-24 ,3615,81.9,140.8,0,-894.93,2557.89,12257.535,7.78,15
2020-05-07 02-29-25 ,3616,83.4,140.9,0,-887.89,2564.93,12264.575,7.04,15
2020-05-07 02-29-26 ,3617,79.5,141.3,0,-880.42,2572.4,12272.045,7.47,15
2020-05-07 02-29-27 ,3618,77.9,140.8,0,-874.88,2577.94,12277.585,5.54,15
2020-05-07 02-29-28 ,3619,76.5,141.1,0,-868.67,2584.15,12283.795,6.21,15
2020-05-07 02-29-29 ,3620,77.3,141,0,-862.44,2590.38,12290.025,6.23,15
2020-05-07 02-29-30 ,3621,78.4,140.4,0,-855.17,2597.65,12297.295,7.27,15
2020-05-07 02-29-31 ,3622,79.8,140.3,0,-847.47,2605.35,12304.995,7.7,15
2020-05-07 02-29-32 ,3623,81.2,140.6,0,-840.34,2612.48,12312.125,7.13,15
2020-05-07 02-29-33 ,3624,80,140.8,0,-834.98,2617.84,12317.485,5.36,15
2020-05-07 02-29-34 ,3625,81.2,140.9,0,-828.63,2624.19,12323.835,6.35,15
2020-05-07 02-29-35 ,3626,78.8,140.9,0,-822.95,2629.87,12329.515,5.68,15
2020-05-07 02-29-36 ,3627,76.8,141,0,-816.73,2636.09,12335.735,6.22,15
2020-05-07 02-29-37 ,3628,76.8,140.9,0,-812.56,2640.26,12339.905,4.17,15
2020-05-07 02-29-38 ,3629,80.5,140.7,0,-806.79,2646.03,12345.675,5.77,15
2020-05-07 02-29-39 ,3630,79,140.8,0,-801.4,2651.42,12351.065,5.39,15
2020-05-07 02-29-40 ,3631,76,140.4,0,-796.36,2656.46,12356.105,5.04,15
2020-05-07 02-29-41 ,3632,75.9,140.5,0,-790.76,2662.06,12361.705,5.6,15
2020-05-07 02-29-42 ,3633,77.2,140.1,0,-785.28,2667.54,12367.185,5.48,15
2020-05-07 02-29-43 ,3634,79,140.4,0,-777.8,2675.02,12374.665,7.48,15
2020-05-07 02-29-44 ,3635,76.6,139.8,0,-772.6,2680.22,12379.865,5.2,15
2020-05-07 02-29-45 ,3636,80.6,139.8,0,-765.2,2687.62,12387.265,7.4,15
2020-05-07 02-29-46 ,3637,79.9,140.3,0,-758.99,2693.83,12393.475,6.21,15
2020-05-07 02-29-47 ,3638,81.7,140.2,0,-753.25,2699.57,12399.215,5.74,15
2020-05-07 02-29-48 ,3639,78.8,139.8,0,-748.03,2704.79,12404.435,5.22,15
2020-05-07 02-29-49 ,3640,77.9,139.5,0,-741.74,2711.08,12410.725,6.29,15
2020-05-07 02-29-50 ,3641,80.3,139.7,0,-736.08,2716.74,12416.385,5.66,15
2020-05-07 02-29-51 ,3642,83.1,140,0,-729.37,2723.45,12423.095,6.71,15
2020-05-07 02-29-52 ,3643,82.9,140,0,-723.57,2729.25,12428.895,5.8,15
2020-05-07 02-29-53 ,3644,79.1,139.8,0,-719.27,2733.55,12433.195,4.3,15
2020-05-07 02-29-54 ,3645,77.9,139.7,0,-713.38,2739.44,12439.085,5.89,15
2020-05-07 02-29-55 ,3646,78.8,139.5,0,-708.73,2744.09,12443.735,4.65,15
2020-05-07 02-29-56 ,3647,79.8,139.1,0,-702.16,2750.66,12450.305,6.57,15
2020-05-07 02-29-57 ,3648,81.7,138.8,0,-694.92,2757.9,12457.545,7.24,15
2020-05-07 02-29-58 ,3649,80.9,138.9,0,-688.19,2764.63,12464.275,6.73,15
2020-05-07 02-29-59 ,3650,80.6,139.3,0,-683.08,2769.74,12469.385,5.11,15
2020-05-07 02-30-00 ,3651,81.6,139,0,-675.18,2777.64,12477.285,7.9,15
2020-05-07 02-30-01 ,3652,84,139.6,0,-668.51,2784.31,12483.955,6.67,15
2020-05-07 02-30-02 ,3653,80.5,139.1,0,-662.58,2790.24,12489.885,5.93,15
2020-05-07 02-30-03 ,3654,80.8,139.1,0,-656.36,2796.46,12496.105,6.22,15
2020-05-07 02-30-04 ,3655,79.8,139.2,0,-650.32,2802.5,12502.145,6.04,15
2020-05-07 02-30-05 ,3656,79.5,138.9,0,-643.8,2809.02,12508.665,6.52,15
2020-05-07 02-30-06 ,3657,76.9,138.8,0,-636.97,2815.85,12515.495,6.83,15
2020-05-07 02-30-07 ,3658,78.8,138,0,-628.85,2823.97,12523.615,8.12,15
2020-05-07 02-30-08 ,3659,79.2,138.3,0,-620.99,2831.83,12531.475,7.86,15
2020-05-07 02-30-09 ,3660,83.5,138,0,-611.61,2841.21,12540.855,9.38,15
2020-05-07 02-30-10 ,3661,79.5,138.4,0,-603.9,2848.92,12548.565,7.71,15
2020-05-07 02-30-11 ,3662,77.5,138.2,0,-596.3,2856.52,12556.165,7.6,15
2020-05-07 02-30-12 ,3663,81.1,139.4,0,-590,2862.82,12562.465,6.3,15
2020-05-07 02-30-13 ,3664,77.8,139.4,0,-584.73,2868.09,12567.735,5.27,15
2020-05-07 02-30-14 ,3665,80.5,139.1,0,-577.77,2875.05,12574.695,6.96,15
2020-05-07 02-30-15 ,3666,77.3,138.9,0,-570.8,2882.02,12581.665,6.97,15
2020-05-07 02-30-16 ,3667,76.5,139,0,-564.35,2888.47,12588.115,6.45,15
2020-05-07 02-30-17 ,3668,79.6,138.5,0,-556.6,2896.22,12595.865,7.75,15
2020-05-07 02-30-18 ,3669,82.5,137.4,0,-546.05,2906.77,12606.415,10.55,15
2020-05-07 02-30-19 ,3670,81.5,137.7,0,-536,2916.82,12616.465,10.05,15
2020-05-07 02-30-20 ,3671,79.9,137.8,0,-526.94,2925.88,12625.525,9.06,15
2020-05-07 02-30-21 ,3672,83.1,137.9,0,-517.07,2935.75,12635.395,9.87,15
2020-05-07 02-30-22 ,3673,83.3,138.1,0,-507.47,2945.35,12644.995,9.6,15
2020-05-07 02-30-23 ,3674,83.7,138.1,0,-499.17,2953.65,12653.295,8.3,15
