DateTime , Elasped_Time(sec) , CH 5 , CH 6 , CH 7 , CH 8 , CH 8-2 , CH 8-3 , CH 9 , CH 10 
2020-05-07 03-18-31 ,5377,84.7,139.1,0,-398.91,3053.91,22798.96,8.13,0
2020-05-07 03-18-32 ,5378,85.5,139.3,0,-390.08,3062.74,22807.79,8.83,0
2020-05-07 03-18-33 ,5379,88.7,139.1,0,-381.92,3070.9,22815.95,8.16,0
2020-05-07 03-18-34 ,5380,84.6,138.9,0,-373.93,3078.89,22823.94,7.99,0
2020-05-07 03-18-35 ,5381,83.9,137.4,0,-363.65,3089.17,22834.22,10.28,0
2020-05-07 03-18-36 ,5382,91.3,137.5,0,-351.26,3101.56,22846.61,12.39,0
2020-05-07 03-18-37 ,5383,94.2,139.1,0,-341.59,3111.23,22856.28,9.67,0
2020-05-07 03-18-38 ,5384,95.3,138.2,0,-333.45,3119.37,22864.42,8.14,0
2020-05-07 03-18-39 ,5385,91.5,137.1,0,-321.45,3131.37,22876.42,12,0
2020-05-07 03-18-40 ,5386,89.4,137,0,-308.76,3144.06,22889.11,12.69,0
2020-05-07 03-18-41 ,5387,89.7,137.8,0,-297.12,3155.7,22900.75,11.64,0
2020-05-07 03-18-42 ,5388,93.8,137.1,0,-285.6,3167.22,22912.27,11.52,0
2020-05-07 03-18-43 ,5389,96.6,136.3,0,-271.49,3181.33,22926.38,14.11,0
2020-05-07 03-18-44 ,5390,93.8,137.9,0,-258.89,3193.93,22938.98,12.6,0
2020-05-07 03-18-45 ,5391,88.4,135.9,0,-245.41,3207.41,22952.46,13.48,0
2020-05-07 03-18-46 ,5392,85.3,135.4,0,-228.29,3224.53,22967.46,15,0
2020-05-07 03-18-47 ,5393,88.6,136.1,0,-212.56,3240.26,22982.46,15,0
2020-05-07 03-18-48 ,5394,86.2,137.1,0,-201.32,3251.5,22993.7,11.24,0
2020-05-07 03-18-49 ,5395,88.3,136.8,0,-188.36,3264.46,23006.66,12.96,0
2020-05-07 03-18-50 ,5396,85,138.5,0,-177.64,3275.18,23017.38,10.72,0
2020-05-07 03-18-51 ,5397,86.4,138.2,0,-169.13,3283.69,23025.89,8.51,0
2020-05-07 03-18-52 ,5398,86.8,138.6,0,-158.85,3293.97,23036.17,10.28,0
2020-05-07 03-18-53 ,5399,87.3,138.8,0,-151.39,3301.43,23043.63,7.46,0
2020-05-07 03-18-54 ,5400,87.4,140,0,-142.8,3310.02,23052.22,8.59,0
2020-05-07 03-18-55 ,5401,84.9,139.9,0,-137.67,3315.15,23057.35,5.13,0
2020-05-07 03-18-56 ,5402,85.7,139.7,0,-130.71,3322.11,23064.31,6.96,0
2020-05-07 03-18-57 ,5403,84.1,140.1,0,-124.41,3328.41,23070.61,6.3,0
2020-05-07 03-18-58 ,5404,88.5,140.1,0,-118.93,3333.89,23076.09,5.48,0
2020-05-07 03-18-59 ,5405,87,140.6,0,-115.15,3337.67,23079.87,3.78,0
2020-05-07 03-19-00 ,5406,86.4,140.2,0,-110.07,3342.75,23084.95,5.08,0
2020-05-07 03-19-01 ,5407,86.6,140.2,0,-103.41,3349.41,23091.61,6.66,0
2020-05-07 03-19-02 ,5408,86.2,139.8,0,-97.08,3355.74,23097.94,6.33,0
2020-05-07 03-19-03 ,5409,90.1,140.2,0,-92.15,3360.67,23102.87,4.93,0
2020-05-07 03-19-04 ,5410,88.7,140.2,0,-86.79,3366.03,23108.23,5.36,0
2020-05-07 03-19-05 ,5411,87,140,0,-81.52,3371.3,23113.5,5.27,0
2020-05-07 03-19-06 ,5412,85.9,140.1,0,-76.03,3376.79,23118.99,5.49,0
2020-05-07 03-19-07 ,5413,86.5,139.7,0,-69.61,3383.21,23125.41,6.42,0
2020-05-07 03-19-08 ,5414,85.8,139.9,0,-64.53,3388.29,23130.49,5.08,0
2020-05-07 03-19-09 ,5415,86.8,139.3,0,-58.27,3394.55,23136.75,6.26,0
2020-05-07 03-19-10 ,5416,90.2,139.5,0,-50.9,3401.92,23144.12,7.37,0
2020-05-07 03-19-11 ,5417,89.9,140,0,-44.59,3408.23,23150.43,6.31,0
2020-05-07 03-19-12 ,5418,89.6,140.2,0,-39.84,3412.98,23155.18,4.75,0
2020-05-07 03-19-13 ,5419,89.5,138.9,0,-34.31,3418.51,23160.71,5.53,0
2020-05-07 03-19-14 ,5420,88.5,137.9,0,-25.5,3427.32,23169.52,8.81,0
2020-05-07 03-19-15 ,5421,85.7,137.9,0,-16.67,3436.15,23178.35,8.83,0
2020-05-07 03-19-16 ,5422,86.3,137.6,0,-6.24,3446.58,23188.78,10.43,0
2020-05-07 03-19-17 ,5423,85.8,138.5,0,2.38,3455.2,23197.4,8.62,0
2020-05-07 03-19-18 ,5424,87.3,138.9,0,10.12,3462.94,23205.14,7.74,0
2020-05-07 03-19-19 ,5425,83.4,139.2,0,16.94,3469.76,23211.96,6.82,0
2020-05-07 03-19-20 ,5426,83,139,0,23.9,3476.72,23218.92,6.96,0
2020-05-07 03-19-21 ,5427,83.1,139.7,0,30.03,3482.85,23225.05,6.13,0
2020-05-07 03-19-22 ,5428,85.4,139.5,0,36.54,3489.36,23231.56,6.51,0
2020-05-07 03-19-23 ,5429,83.4,139.4,0,42.78,3495.6,23237.8,6.24,0
2020-05-07 03-19-24 ,5430,82.2,139.1,0,49.04,3501.86,23244.06,6.26,0
2020-05-07 03-19-25 ,5431,85.1,139.1,0,56.42,3509.24,23251.44,7.38,0
2020-05-07 03-19-26 ,5432,84.2,139.3,0,62.21,3515.03,23257.23,5.79,0
2020-05-07 03-19-27 ,5433,86.8,139.3,0,68.82,3521.64,23263.84,6.61,0
2020-05-07 03-19-28 ,5434,82.8,139.4,0,75.73,3528.55,23270.75,6.91,0
2020-05-07 03-19-29 ,5435,81.8,139.1,0,82.48,3535.3,23277.5,6.75,0
2020-05-07 03-19-30 ,5436,82,139.4,0,88.44,3541.26,23283.46,5.96,0
2020-05-07 03-19-31 ,5437,87.5,138.5,0,95.64,3548.46,23290.66,7.2,0
2020-05-07 03-19-32 ,5438,87.1,138.8,0,103.01,3555.83,23298.03,7.37,0
2020-05-07 03-19-33 ,5439,87.3,138.6,0,111.2,3564.02,23306.22,8.19,0
2020-05-07 03-19-34 ,5440,84.8,139.1,0,118.28,3571.1,23313.3,7.08,0
2020-05-07 03-19-35 ,5441,85,137.6,0,126.28,3579.1,23321.3,8,0
2020-05-07 03-19-36 ,5442,91,137.6,0,137.95,3590.77,23332.97,11.67,0
2020-05-07 03-19-37 ,5443,86,138.3,0,147.2,3600.02,23342.22,9.25,0
2020-05-07 03-19-38 ,5444,87.7,137.9,0,156.77,3609.59,23351.79,9.57,0
2020-05-07 03-19-39 ,5445,89.5,138.9,0,163.59,3616.41,23358.61,6.82,0
2020-05-07 03-19-40 ,5446,90.7,138.2,0,173.29,3626.11,23368.31,9.7,0
2020-05-07 03-19-41 ,5447,95.7,139,0,180.28,3633.1,23375.3,6.99,0
2020-05-07 03-19-42 ,5448,88.4,137.6,0,190.46,3643.28,23385.48,10.18,0
2020-05-07 03-19-43 ,5449,87.2,138.7,0,198.92,3651.74,23393.94,8.46,0
2020-05-07 03-19-44 ,5450,86.5,137.6,0,206.54,3659.36,23401.56,7.62,0
2020-05-07 03-19-45 ,5451,92.8,137.2,0,218.77,3671.59,23413.79,12.23,0
2020-05-07 03-19-46 ,5452,88.6,138.1,0,229.72,3682.54,23424.74,10.95,0
2020-05-07 03-19-47 ,5453,86.4,139.2,0,236.45,3689.27,23431.47,6.73,0
2020-05-07 03-19-48 ,5454,84.1,139.5,0,243.01,3695.83,23438.03,6.56,0
2020-05-07 03-19-49 ,5455,87.7,138.6,0,250.5,3703.32,23445.52,7.49,0
2020-05-07 03-19-50 ,5456,83,139.4,0,256.89,3709.71,23451.91,6.39,0
2020-05-07 03-19-51 ,5457,85.1,139.2,0,263.51,3716.33,23458.53,6.62,0
2020-05-07 03-19-52 ,5458,84.9,139.5,0,269.19,3722.01,23464.21,5.68,0
2020-05-07 03-19-53 ,5459,86,139.2,0,275.78,3728.6,23470.8,6.59,0
2020-05-07 03-19-54 ,5460,87.9,139.6,0,281.72,3734.54,23476.74,5.94,0
2020-05-07 03-19-55 ,5461,86.7,139.7,0,286.83,3739.65,23481.85,5.11,0
2020-05-07 03-19-56 ,5462,89.4,139.7,0,291.53,3744.35,23486.55,4.7,0
2020-05-07 03-19-57 ,5463,87.4,139.6,0,296.68,3749.5,23491.7,5.15,0
2020-05-07 03-19-58 ,5464,86.8,139.6,0,302.44,3755.26,23497.46,5.76,0
2020-05-07 03-19-59 ,5465,82.8,139.5,0,308.24,3761.06,23503.26,5.8,0
2020-05-07 03-20-00 ,5466,83,139.2,0,313.56,3766.38,23508.58,5.32,0
2020-05-07 03-20-01 ,5467,88.2,140.1,0,319.48,3772.3,23514.5,5.92,0
2020-05-07 03-20-02 ,5468,88.3,140,0,323.34,3776.16,23518.36,3.86,0
2020-05-07 03-20-03 ,5469,84.1,140.3,0,328.14,3780.96,23523.16,4.8,0
2020-05-07 03-20-04 ,5470,79.7,140.1,0,331.93,3784.75,23526.95,3.79,0
2020-05-07 03-20-05 ,5471,82.7,140.1,0,336.2,3789.02,23531.22,4.27,0
2020-05-07 03-20-06 ,5472,80.9,139.7,0,340.52,3793.34,23535.54,4.32,0
2020-05-07 03-20-07 ,5473,80.9,139.6,0,346.07,3798.89,23541.09,5.55,0
2020-05-07 03-20-08 ,5474,78.8,140.1,0,350.83,3803.65,23545.85,4.76,0
2020-05-07 03-20-09 ,5475,80.2,139.5,0,355.63,3808.45,23550.65,4.8,0
2020-05-07 03-20-10 ,5476,81,140.5,0,360.31,3813.13,23555.33,4.68,0
2020-05-07 03-20-11 ,5477,82.2,139.2,0,364.14,3816.96,23559.16,3.83,0
2020-05-07 03-20-12 ,5478,80.3,139.5,0,370.15,3822.97,23565.17,6.01,0
2020-05-07 03-20-13 ,5479,80.5,139.3,0,375.62,3828.44,23570.64,5.47,0
2020-05-07 03-20-14 ,5480,84.9,139.6,0,381.78,3834.6,23576.8,6.16,0
2020-05-07 03-20-15 ,5481,87.8,139.6,0,386.93,3839.75,23581.95,5.15,0
2020-05-07 03-20-16 ,5482,84,139.9,0,392.21,3845.03,23587.23,5.28,0
2020-05-07 03-20-17 ,5483,80.3,139.7,0,396.4,3849.22,23591.42,4.19,0
2020-05-07 03-20-18 ,5484,83.2,139.4,0,401.3,3854.12,23596.32,4.9,0
2020-05-07 03-20-19 ,5485,86.9,139.6,0,408.36,3861.18,23603.38,7.06,0
2020-05-07 03-20-20 ,5486,89.7,139.2,0,414.04,3866.86,23609.06,5.68,0
2020-05-07 03-20-21 ,5487,86.3,139.7,0,419.93,3872.75,23614.95,5.89,0
2020-05-07 03-20-22 ,5488,85,139.6,0,423.47,3876.29,23618.49,3.54,0
2020-05-07 03-20-23 ,5489,86.6,139.9,0,428.78,3881.6,23623.8,5.31,0
2020-05-07 03-20-24 ,5490,90.4,139.6,0,433.88,3886.7,23628.9,5.1,0
2020-05-07 03-20-25 ,5491,85.2,139.7,0,438.16,3890.98,23633.18,4.28,0
2020-05-07 03-20-26 ,5492,80.9,139.6,0,442.72,3895.54,23637.74,4.56,0
2020-05-07 03-20-27 ,5493,83.2,139.5,0,447.53,3900.35,23642.55,4.81,0
2020-05-07 03-20-28 ,5494,83.8,139.6,0,452.47,3905.29,23647.49,4.94,0
2020-05-07 03-20-29 ,5495,87.9,139.4,0,456.3,3909.12,23651.32,3.83,0
2020-05-07 03-20-30 ,5496,83.1,139.8,0,462.58,3915.4,23657.6,6.28,0
2020-05-07 03-20-31 ,5497,83.1,139.7,0,466.31,3919.13,23661.33,3.73,0
2020-05-07 03-20-32 ,5498,83,140,0,472.29,3925.11,23667.31,5.98,0
2020-05-07 03-20-33 ,5499,88.3,139.7,0,476.78,3929.6,23671.8,4.49,0
2020-05-07 03-20-34 ,5500,84.5,139.8,0,481.71,3934.53,23676.73,4.93,0
2020-05-07 03-20-35 ,5501,81.6,139.8,0,485.8,3938.62,23680.82,4.09,0
2020-05-07 03-20-36 ,5502,81.8,139.9,0,490.51,3943.33,23685.53,4.71,0
2020-05-07 03-20-37 ,5503,84.6,139.6,0,494.94,3947.76,23689.96,4.43,0
2020-05-07 03-20-38 ,5504,87.3,139.8,0,499.3,3952.12,23694.32,4.36,0
2020-05-07 03-20-39 ,5505,81.7,140,0,503.33,3956.15,23698.35,4.03,0
2020-05-07 03-20-40 ,5506,83,140.1,0,508,3960.82,23703.02,4.67,0
2020-05-07 03-20-41 ,5507,82.2,140.2,0,511.35,3964.17,23706.37,3.35,0
2020-05-07 03-20-42 ,5508,87.4,139.9,0,516.01,3968.83,23711.03,4.66,0
2020-05-07 03-20-43 ,5509,82.5,139.9,0,520.28,3973.1,23715.3,4.27,0
2020-05-07 03-20-44 ,5510,83.6,139.7,0,524.19,3977.01,23719.21,3.91,0
2020-05-07 03-20-45 ,5511,86.5,139.8,0,530.44,3983.26,23725.46,6.25,0
2020-05-07 03-20-46 ,5512,90.5,140.2,0,533.85,3986.67,23728.87,3.41,0
2020-05-07 03-20-47 ,5513,90.2,140.5,0,536.83,3989.65,23731.85,2.98,0
2020-05-07 03-20-48 ,5514,83.8,140.4,0,540.06,3992.88,23735.08,3.23,0
2020-05-07 03-20-49 ,5515,84.2,140.2,0,543.57,3996.39,23738.59,3.51,0
2020-05-07 03-20-50 ,5516,82.7,140.4,0,547.06,3999.88,23742.08,3.49,0
2020-05-07 03-20-51 ,5517,86,139.8,0,551.4,4004.22,23746.42,4.34,0
2020-05-07 03-20-52 ,5518,82.4,140,0,555.61,4008.43,23750.63,4.21,0
2020-05-07 03-20-53 ,5519,80.7,139.5,0,560.93,4013.75,23755.95,5.32,0
2020-05-07 03-20-54 ,5520,81.5,139.7,0,566.33,4019.15,23761.35,5.4,0
2020-05-07 03-20-55 ,5521,83.6,139.4,0,571.98,4024.8,23767,5.65,0
2020-05-07 03-20-56 ,5522,83.3,139.9,0,577.28,4030.1,23772.3,5.3,0
2020-05-07 03-20-57 ,5523,80.8,139.7,0,581.34,4034.16,23776.36,4.06,0
2020-05-07 03-20-58 ,5524,81.2,139.6,0,587.43,4040.25,23782.45,6.09,0
2020-05-07 03-20-59 ,5525,83.5,139.1,0,594.03,4046.85,23789.05,6.6,0
2020-05-07 03-21-00 ,5526,87.9,138.8,0,600.29,4053.11,23795.31,6.26,0
2020-05-07 03-21-01 ,5527,84.8,139.4,0,606.61,4059.43,23801.63,6.32,0
2020-05-07 03-21-02 ,5528,83.3,139.7,0,611.55,4064.37,23806.57,4.94,0
2020-05-07 03-21-03 ,5529,84.5,139.1,0,618.43,4071.25,23813.45,6.88,0
2020-05-07 03-21-04 ,5530,86.9,139.3,0,623.49,4076.31,23818.51,5.06,0
2020-05-07 03-21-05 ,5531,84.9,139.2,0,629.31,4082.13,23824.33,5.82,0
2020-05-07 03-21-06 ,5532,90.7,139.4,0,635.45,4088.27,23830.47,6.14,0
2020-05-07 03-21-07 ,5533,89.9,140.1,0,640.78,4093.6,23835.8,5.33,0
2020-05-07 03-21-08 ,5534,92,140.1,0,643.59,4096.41,23838.61,2.81,0
2020-05-07 03-21-09 ,5535,88.4,140,0,649.1,4101.92,23844.12,5.51,0
2020-05-07 03-21-10 ,5536,87.2,140.3,0,653.31,4106.13,23848.33,4.21,0
2020-05-07 03-21-11 ,5537,85.4,139.8,0,657.62,4110.44,23852.64,4.31,0
2020-05-07 03-21-12 ,5538,85.3,140.1,0,661.88,4114.7,23856.9,4.26,0
2020-05-07 03-21-13 ,5539,86,139.8,0,666.56,4119.38,23861.58,4.68,0
2020-05-07 03-21-14 ,5540,83.8,140.1,0,670.23,4123.05,23865.25,3.67,0
2020-05-07 03-21-15 ,5541,85.5,140,0,674.17,4126.99,23869.19,3.94,0
2020-05-07 03-21-16 ,5542,87.7,140.1,0,678.84,4131.66,23873.86,4.67,0
2020-05-07 03-21-17 ,5543,89,140.3,0,682.3,4135.12,23877.32,3.46,0
2020-05-07 03-21-18 ,5544,86.8,140.4,0,685.76,4138.58,23880.78,3.46,0
2020-05-07 03-21-19 ,5545,85.5,140.3,0,688.57,4141.39,23883.59,2.81,0
2020-05-07 03-21-20 ,5546,87.5,140.3,0,693.58,4146.4,23888.6,5.01,0
2020-05-07 03-21-21 ,5547,88.8,140.5,0,696.61,4149.43,23891.63,3.03,0
2020-05-07 03-21-22 ,5548,85.7,140.3,0,699.7,4152.52,23894.72,3.09,0
2020-05-07 03-21-23 ,5549,84.5,140.3,0,703.73,4156.55,23898.75,4.03,0
2020-05-07 03-21-24 ,5550,85.9,140.1,0,708.36,4161.18,23903.38,4.63,0
2020-05-07 03-21-25 ,5551,88.8,140.1,0,712.63,4165.45,23907.65,4.27,0
2020-05-07 03-21-26 ,5552,90.5,140.3,0,715.51,4168.33,23910.53,2.88,0
2020-05-07 03-21-27 ,5553,86.2,140.4,0,718.7,4171.52,23913.72,3.19,0
2020-05-07 03-21-28 ,5554,84.8,140.7,0,721.66,4174.48,23916.68,2.96,0
2020-05-07 03-21-29 ,5555,87.5,140.5,0,725.61,4178.43,23920.63,3.95,0
2020-05-07 03-21-30 ,5556,90.3,140.7,0,727.54,4180.36,23922.56,1.93,0
2020-05-07 03-21-31 ,5557,87.2,140.7,0,730.02,4182.84,23925.04,2.48,0
2020-05-07 03-21-32 ,5558,83.1,140.6,0,733.15,4185.97,23928.17,3.13,0
2020-05-07 03-21-33 ,5559,84.5,140.3,0,736.13,4188.95,23931.15,2.98,0
2020-05-07 03-21-34 ,5560,86.9,140.4,0,739.4,4192.22,23934.42,3.27,0
2020-05-07 03-21-35 ,5561,87.7,140.2,0,743.94,4196.76,23938.96,4.54,0
2020-05-07 03-21-36 ,5562,84.1,140.5,0,747.18,4200,23942.2,3.24,0
2020-05-07 03-21-37 ,5563,85.4,140.2,0,751.45,4204.27,23946.47,4.27,0
2020-05-07 03-21-38 ,5564,87.8,140.1,0,755.77,4208.59,23950.79,4.32,0
2020-05-07 03-21-39 ,5565,90.1,140.3,0,759.36,4212.18,23954.38,3.59,0
2020-05-07 03-21-40 ,5566,87.8,140.4,0,763.6,4216.42,23958.62,4.24,0
2020-05-07 03-21-41 ,5567,85.6,140.5,0,766.47,4219.29,23961.49,2.87,0
2020-05-07 03-21-42 ,5568,86.3,140.4,0,769.75,4222.57,23964.77,3.28,0
2020-05-07 03-21-43 ,5569,86.5,140.6,0,772.51,4225.33,23967.53,2.76,0
2020-05-07 03-21-44 ,5570,90.1,140.3,0,776.15,4228.97,23971.17,3.64,0
2020-05-07 03-21-45 ,5571,84.1,140.5,0,780,4232.82,23975.02,3.85,0
2020-05-07 03-21-46 ,5572,83.9,140.4,0,782.71,4235.53,23977.73,2.71,0
2020-05-07 03-21-47 ,5573,86.2,140.2,0,786.89,4239.71,23981.91,4.18,0
2020-05-07 03-21-48 ,5574,90,140.4,0,790.56,4243.38,23985.58,3.67,0
2020-05-07 03-21-49 ,5575,88.1,140.6,0,794.08,4246.9,23989.1,3.52,0
2020-05-07 03-21-50 ,5576,85.8,140.5,0,797.12,4249.94,23992.14,3.04,0
2020-05-07 03-21-51 ,5577,88.4,140.5,0,800.19,4253.01,23995.21,3.07,0
2020-05-07 03-21-52 ,5578,86.6,140.8,0,803.65,4256.47,23998.67,3.46,0
2020-05-07 03-21-53 ,5579,89.7,140.6,0,807.12,4259.94,24002.14,3.47,0
2020-05-07 03-21-54 ,5580,84.1,140.8,0,809.19,4262.01,24004.21,2.07,0
2020-05-07 03-21-55 ,5581,85,140.6,0,812.46,4265.28,24007.48,3.27,0
2020-05-07 03-21-56 ,5582,84.3,140.5,0,815.49,4268.31,24010.51,3.03,0
2020-05-07 03-21-57 ,5583,88.3,140.1,0,819.87,4272.69,24014.89,4.38,0
2020-05-07 03-21-58 ,5584,86.4,140.2,0,823.59,4276.41,24018.61,3.72,0
2020-05-07 03-21-59 ,5585,85.2,140.3,0,827.16,4279.98,24022.18,3.57,0
2020-05-07 03-22-00 ,5586,90.1,140.3,0,831.09,4283.91,24026.11,3.93,0
2020-05-07 03-22-01 ,5587,89,140.4,0,834.22,4287.04,24029.24,3.13,0
2020-05-07 03-22-02 ,5588,89.6,140.2,0,838.49,4291.31,24033.51,4.27,0
2020-05-07 03-22-03 ,5589,85.3,140.4,0,841.82,4294.64,24036.84,3.33,0
2020-05-07 03-22-04 ,5590,86.7,140.4,0,845.75,4298.57,24040.77,3.93,0
2020-05-07 03-22-05 ,5591,86.8,140.4,0,848.74,4301.56,24043.76,2.99,0
2020-05-07 03-22-06 ,5592,90.4,140,0,852.57,4305.39,24047.59,3.83,0
2020-05-07 03-22-07 ,5593,88.3,140.2,0,856.6,4309.42,24051.62,4.03,0
2020-05-07 03-22-08 ,5594,86.9,140.4,0,860.92,4313.74,24055.94,4.32,0
2020-05-07 03-22-09 ,5595,91.5,140.2,0,864.55,4317.37,24059.57,3.63,0
2020-05-07 03-22-10 ,5596,90.6,140,0,868.81,4321.63,24063.83,4.26,0
2020-05-07 03-22-11 ,5597,96.6,140.7,0,873.3,4326.12,24068.32,4.49,0
2020-05-07 03-22-12 ,5598,89.2,141.2,0,874.37,4327.19,24069.39,1.07,0
2020-05-07 03-22-13 ,5599,88,140.8,0,875.76,4328.58,24070.78,1.39,0
2020-05-07 03-22-14 ,5600,87.1,140.6,0,879.67,4332.49,24074.69,3.91,0
2020-05-07 03-22-15 ,5601,90.3,140,0,884.72,4337.54,24079.74,5.05,0
2020-05-07 03-22-16 ,5602,88.8,140.5,0,889.03,4341.85,24084.05,4.31,0
2020-05-07 03-22-17 ,5603,85.6,140.2,0,891.41,4344.23,24086.43,2.38,0
2020-05-07 03-22-18 ,5604,89,140.3,0,895.94,4348.76,24090.96,4.53,0
2020-05-07 03-22-19 ,5605,89.3,140,0,900.29,4353.11,24095.31,4.35,0
2020-05-07 03-22-20 ,5606,88.7,140.3,0,904.4,4357.22,24099.42,4.11,0
2020-05-07 03-22-21 ,5607,86.4,140.4,0,908.1,4360.92,24103.12,3.7,0
2020-05-07 03-22-22 ,5608,88.9,140.3,0,910.82,4363.64,24105.84,2.72,0
2020-05-07 03-22-23 ,5609,89,140.3,0,914.32,4367.14,24109.34,3.5,0
2020-05-07 03-22-24 ,5610,90.3,140.1,0,919.03,4371.85,24114.05,4.71,0
2020-05-07 03-22-25 ,5611,86.3,140.6,0,922.34,4375.16,24117.36,3.31,0
2020-05-07 03-22-26 ,5612,85,140.5,0,926.27,4379.09,24121.29,3.93,0
2020-05-07 03-22-27 ,5613,86.1,140.5,0,931.32,4384.14,24126.34,5.05,0
2020-05-07 03-22-28 ,5614,86.7,140.1,0,937.49,4390.31,24132.51,6.17,0
2020-05-07 03-22-29 ,5615,85.6,140.1,0,941.9,4394.72,24136.92,4.41,0
2020-05-07 03-22-30 ,5616,83.2,140.4,0,946.03,4398.85,24141.05,4.13,0
2020-05-07 03-22-31 ,5617,84,139.9,0,949.68,4402.5,24144.7,3.65,0
2020-05-07 03-22-32 ,5618,85.3,140,0,954.27,4407.09,24149.29,4.59,0
2020-05-07 03-22-33 ,5619,87.1,139.8,0,959.99,4412.81,24155.01,5.72,0
2020-05-07 03-22-34 ,5620,84.4,140.2,0,963.28,4416.1,24158.3,3.29,0
2020-05-07 03-22-35 ,5621,86.1,140.2,0,966.39,4419.21,24161.41,3.11,0
2020-05-07 03-22-36 ,5622,87.1,140.5,0,969.39,4422.21,24164.41,3,0
2020-05-07 03-22-37 ,5623,89.7,140.2,0,974.31,4427.13,24169.33,4.92,0
2020-05-07 03-22-38 ,5624,87.6,140.3,0,978.38,4431.2,24173.4,4.07,0
2020-05-07 03-22-39 ,5625,85.2,140.4,0,980.71,4433.53,24175.73,2.33,0
2020-05-07 03-22-40 ,5626,87.7,140.2,0,984.92,4437.74,24179.94,4.21,0
2020-05-07 03-22-41 ,5627,89.3,140.2,0,988.77,4441.59,24183.79,3.85,0
2020-05-07 03-22-42 ,5628,90.4,140.2,0,992.44,4445.26,24187.46,3.67,0
2020-05-07 03-22-43 ,5629,85.1,140.7,0,995.69,4448.51,24190.71,3.25,0
2020-05-07 03-22-44 ,5630,86.1,140.2,0,998.27,4451.09,24193.29,2.58,0
2020-05-07 03-22-45 ,5631,84.7,140.6,0,1002.28,4455.1,24197.3,4.01,0
2020-05-07 03-22-46 ,5632,87.4,139.7,0,1006.57,4459.39,24201.59,4.29,0
2020-05-07 03-22-47 ,5633,84.5,140.3,0,1010.79,4463.61,24205.81,4.22,0
2020-05-07 03-22-48 ,5634,83.9,140.3,0,1013.47,4466.29,24208.49,2.68,0
2020-05-07 03-22-49 ,5635,85.4,140.5,0,1016.68,4469.5,24211.7,3.21,0
2020-05-07 03-22-50 ,5636,84.9,140,0,1020.14,4472.96,24215.16,3.46,0
2020-05-07 03-22-51 ,5637,85.8,140,0,1025.74,4478.56,24220.76,5.6,0
2020-05-07 03-22-52 ,5638,80.6,140.4,0,1028.93,4481.75,24223.95,3.19,0
2020-05-07 03-22-53 ,5639,84.2,140.3,0,1034.28,4487.1,24229.3,5.35,0
2020-05-07 03-22-54 ,5640,82.9,140.1,0,1037.73,4490.55,24232.75,3.45,0
2020-05-07 03-22-55 ,5641,87.2,139.7,0,1042.5,4495.32,24237.52,4.77,0
2020-05-07 03-22-56 ,5642,84.8,140.4,0,1046.23,4499.05,24241.25,3.73,0
2020-05-07 03-22-57 ,5643,85.4,140,0,1050.22,4503.04,24245.24,3.99,0
2020-05-07 03-22-58 ,5644,89.2,140.3,0,1054.27,4507.09,24249.29,4.05,0
2020-05-07 03-22-59 ,5645,89.7,140.1,0,1059.56,4512.38,24254.58,5.29,0
2020-05-07 03-23-00 ,5646,88.6,140.2,0,1062.87,4515.69,24257.89,3.31,0
2020-05-07 03-23-01 ,5647,83.2,140.7,0,1065.98,4518.8,24261,3.11,0
2020-05-07 03-23-02 ,5648,86.4,140.4,0,1069.67,4522.49,24264.69,3.69,0
2020-05-07 03-23-03 ,5649,84.8,140.2,0,1073.25,4526.07,24268.27,3.58,0
2020-05-07 03-23-04 ,5650,88.6,139.8,0,1077.54,4530.36,24272.56,4.29,0
2020-05-07 03-23-05 ,5651,84.7,140.4,0,1082.16,4534.98,24277.18,4.62,0
2020-05-07 03-23-06 ,5652,84.4,140,0,1085.03,4537.85,24280.05,2.87,0
2020-05-07 03-23-07 ,5653,87.5,140.1,0,1090.41,4543.23,24285.43,5.38,0
2020-05-07 03-23-08 ,5654,89.4,139.8,0,1094.39,4547.21,24289.41,3.98,0
2020-05-07 03-23-09 ,5655,86.8,140.3,0,1098.68,4551.5,24293.7,4.29,0
2020-05-07 03-23-10 ,5656,83.8,140.4,0,1101.29,4554.11,24296.31,2.61,0
2020-05-07 03-23-11 ,5657,85.4,140.4,0,1104.06,4556.88,24299.08,2.77,0
2020-05-07 03-23-12 ,5658,84.8,139.6,0,1109.15,4561.97,24304.17,5.09,0
2020-05-07 03-23-13 ,5659,87.5,139.7,0,1113.61,4566.43,24308.63,4.46,0
2020-05-07 03-23-14 ,5660,85.5,139.9,0,1117.46,4570.28,24312.48,3.85,0
2020-05-07 03-23-15 ,5661,87.5,139.8,0,1121.62,4574.44,24316.64,4.16,0
2020-05-07 03-23-16 ,5662,89.3,140,0,1126.44,4579.26,24321.46,4.82,0
2020-05-07 03-23-17 ,5663,92.7,139.9,0,1130.73,4583.55,24325.75,4.29,0
2020-05-07 03-23-18 ,5664,88.5,140.7,0,1134.38,4587.2,24329.4,3.65,0
2020-05-07 03-23-19 ,5665,85,140.5,0,1136.94,4589.76,24331.96,2.56,0
2020-05-07 03-23-20 ,5666,86.2,140.3,0,1141.29,4594.11,24336.31,4.35,0
2020-05-07 03-23-21 ,5667,87.2,139.8,0,1145.49,4598.31,24340.51,4.2,0
